product_id,product_name,brand,platform,price,product_link
1004,curator casual shoes|walking shoes|lightweight running ...,COLUMBUS,Myntra,682.87,https://www.myntra.com/search?q=curator+casual+shoes|walking+shoes|lightweight+running+...
1004,curator casual shoes|walking shoes|lightweight running ...,COLUMBUS,Ajio,708.98,https://www.ajio.com/search?q=curator+casual+shoes|walking+shoes|lightweight+running+...
1005,high top shoes sneakers for men,Knoos,Amazon,676.65,https://www.amazon.com/search?q=high+top+shoes+sneakers+for+men
1005,high top shoes sneakers for men,Knoos,Flipkart,712.68,https://www.flipkart.com/search?q=high+top+shoes+sneakers+for+men
1005,high top shoes sneakers for men,Knoos,Myntra,779.39,https://www.myntra.com/search?q=high+top+shoes+sneakers+for+men
1005,high top shoes sneakers for men,Knoos,Ajio,651.66,https://www.ajio.com/search?q=high+top+shoes+sneakers+for+men
1006,new trendy sports wear shoe for mens riding shoes for m...,Hilux,Amazon,414.64,https://www.amazon.com/search?q=new+trendy+sports+wear+shoe+for+mens+riding+shoes+for+m...
1006,new trendy sports wear shoe for mens riding shoes for m...,Hilux,Flipkart,419.97,https://www.flipkart.com/search?q=new+trendy+sports+wear+shoe+for+mens+riding+shoes+for+m...
1006,new trendy sports wear shoe for mens riding shoes for m...,Hilux,Myntra,460.04,https://www.myntra.com/search?q=new+trendy+sports+wear+shoe+for+mens+riding+shoes+for+m...
1006,new trendy sports wear shoe for mens riding shoes for m...,Hilux,Ajio,418.52,https://www.ajio.com/search?q=new+trendy+sports+wear+shoe+for+mens+riding+shoes+for+m...
1007,jootiyapa premium trending casual shoes for men walking...,jootiyapa,Amazon,393.4,https://www.amazon.com/search?q=jootiyapa+premium+trending+casual+shoes+for+men+walking...
1007,jootiyapa premium trending casual shoes for men walking...,jootiyapa,Flipkart,431.51,https://www.flipkart.com/search?q=jootiyapa+premium+trending+casual+shoes+for+men+walking...
1007,jootiyapa premium trending casual shoes for men walking...,jootiyapa,Myntra,412.79,https://www.myntra.com/search?q=jootiyapa+premium+trending+casual+shoes+for+men+walking...
1007,jootiyapa premium trending casual shoes for men walking...,jootiyapa,Ajio,384.93,https://www.ajio.com/search?q=jootiyapa+premium+trending+casual+shoes+for+men+walking...
1008,hc - 501fk tan trending sneakers for men,house of common,Amazon,245.8,https://www.amazon.com/search?q=hc+-+501fk+tan+trending+sneakers+for+men
1008,hc - 501fk tan trending sneakers for men,house of common,Flipkart,252.92,https://www.flipkart.com/search?q=hc+-+501fk+tan+trending+sneakers+for+men
1008,hc - 501fk tan trending sneakers for men,house of common,Myntra,244.67,https://www.myntra.com/search?q=hc+-+501fk+tan+trending+sneakers+for+men
1008,hc - 501fk tan trending sneakers for men,house of common,Ajio,283.08,https://www.ajio.com/search?q=hc+-+501fk+tan+trending+sneakers+for+men
1009,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Amazon,590.39,"https://www.amazon.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1009,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Flipkart,633.69,"https://www.flipkart.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1009,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Myntra,630.37,"https://www.myntra.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1009,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Ajio,568.65,"https://www.ajio.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1010,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Amazon,614.9,"https://www.amazon.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1010,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Flipkart,588.57,"https://www.flipkart.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1010,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Myntra,572.69,"https://www.myntra.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1010,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Ajio,565.16,"https://www.ajio.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1011,"swift 112 light weight,comfortable,trendy,outdoor, brea...",action,Amazon,792.19,"https://www.amazon.com/search?q=swift+112+light+weight,comfortable,trendy,outdoor,+brea..."
1011,"swift 112 light weight,comfortable,trendy,outdoor, brea...",action,Flipkart,740.82,"https://www.flipkart.com/search?q=swift+112+light+weight,comfortable,trendy,outdoor,+brea..."
1011,"swift 112 light weight,comfortable,trendy,outdoor, brea...",action,Myntra,707.87,"https://www.myntra.com/search?q=swift+112+light+weight,comfortable,trendy,outdoor,+brea..."
1011,"swift 112 light weight,comfortable,trendy,outdoor, brea...",action,Ajio,801.58,"https://www.ajio.com/search?q=swift+112+light+weight,comfortable,trendy,outdoor,+brea..."
1012,stylish comfortable sneakers canvas shoes casuals runni...,HOTSTYLE,Amazon,273.01,https://www.amazon.com/search?q=stylish+comfortable+sneakers+canvas+shoes+casuals+runni...
1012,stylish comfortable sneakers canvas shoes casuals runni...,HOTSTYLE,Flipkart,277.97,https://www.flipkart.com/search?q=stylish+comfortable+sneakers+canvas+shoes+casuals+runni...
1012,stylish comfortable sneakers canvas shoes casuals runni...,HOTSTYLE,Myntra,254.79,https://www.myntra.com/search?q=stylish+comfortable+sneakers+canvas+shoes+casuals+runni...
1012,stylish comfortable sneakers canvas shoes casuals runni...,HOTSTYLE,Ajio,273.59,https://www.ajio.com/search?q=stylish+comfortable+sneakers+canvas+shoes+casuals+runni...
1013,fk-freesole grey running running shoes for men,Free Kicks,Amazon,459.78,https://www.amazon.com/search?q=fk-freesole+grey+running+running+shoes+for+men
1013,fk-freesole grey running running shoes for men,Free Kicks,Flipkart,487.96,https://www.flipkart.com/search?q=fk-freesole+grey+running+running+shoes+for+men
1013,fk-freesole grey running running shoes for men,Free Kicks,Myntra,482.97,https://www.myntra.com/search?q=fk-freesole+grey+running+running+shoes+for+men
1013,fk-freesole grey running running shoes for men,Free Kicks,Ajio,412.76,https://www.ajio.com/search?q=fk-freesole+grey+running+running+shoes+for+men
1014,fk-b3 black trending sneakers for men,Free Kicks,Amazon,423.01,https://www.amazon.com/search?q=fk-b3+black+trending+sneakers+for+men
1014,fk-b3 black trending sneakers for men,Free Kicks,Flipkart,455.52,https://www.flipkart.com/search?q=fk-b3+black+trending+sneakers+for+men
1014,fk-b3 black trending sneakers for men,Free Kicks,Myntra,412.85,https://www.myntra.com/search?q=fk-b3+black+trending+sneakers+for+men
1014,fk-b3 black trending sneakers for men,Free Kicks,Ajio,416.22,https://www.ajio.com/search?q=fk-b3+black+trending+sneakers+for+men
1015,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Amazon,588.69,"https://www.amazon.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1015,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Flipkart,636.57,"https://www.flipkart.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1015,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Myntra,633.18,"https://www.myntra.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1015,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Ajio,598.4,"https://www.ajio.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1016,element running shoes for men,COLUMBUS,Amazon,949.2,https://www.amazon.com/search?q=element+running+shoes+for+men
1016,element running shoes for men,COLUMBUS,Flipkart,961.1,https://www.flipkart.com/search?q=element+running+shoes+for+men
1016,element running shoes for men,COLUMBUS,Myntra,891.58,https://www.myntra.com/search?q=element+running+shoes+for+men
1016,element running shoes for men,COLUMBUS,Ajio,954.17,https://www.ajio.com/search?q=element+running+shoes+for+men
1017,casual sneakers colourful outdoor shoes for boys nad me...,Roamra,Amazon,462.65,https://www.amazon.com/search?q=casual+sneakers+colourful+outdoor+shoes+for+boys+nad+me...
1017,casual sneakers colourful outdoor shoes for boys nad me...,Roamra,Flipkart,502.02,https://www.flipkart.com/search?q=casual+sneakers+colourful+outdoor+shoes+for+boys+nad+me...
1017,casual sneakers colourful outdoor shoes for boys nad me...,Roamra,Myntra,447.5,https://www.myntra.com/search?q=casual+sneakers+colourful+outdoor+shoes+for+boys+nad+me...
1017,casual sneakers colourful outdoor shoes for boys nad me...,Roamra,Ajio,512.18,https://www.ajio.com/search?q=casual+sneakers+colourful+outdoor+shoes+for+boys+nad+me...
1018,"action athleo atg-496 light weight,comfortable,trendy,r...",action,Amazon,800.3,"https://www.amazon.com/search?q=action+athleo+atg-496+light+weight,comfortable,trendy,r..."
1018,"action athleo atg-496 light weight,comfortable,trendy,r...",action,Flipkart,928.46,"https://www.flipkart.com/search?q=action+athleo+atg-496+light+weight,comfortable,trendy,r..."
1018,"action athleo atg-496 light weight,comfortable,trendy,r...",action,Myntra,829.69,"https://www.myntra.com/search?q=action+athleo+atg-496+light+weight,comfortable,trendy,r..."
1018,"action athleo atg-496 light weight,comfortable,trendy,r...",action,Ajio,849.45,"https://www.ajio.com/search?q=action+athleo+atg-496+light+weight,comfortable,trendy,r..."
1019,walking shoes for men,KMH,Amazon,357.43,https://www.amazon.com/search?q=walking+shoes+for+men
1019,walking shoes for men,KMH,Flipkart,331.91,https://www.flipkart.com/search?q=walking+shoes+for+men
1019,walking shoes for men,KMH,Myntra,379.62,https://www.myntra.com/search?q=walking+shoes+for+men
1019,walking shoes for men,KMH,Ajio,351.02,https://www.ajio.com/search?q=walking+shoes+for+men
1020,zeng stylish memory foam soft comfortable lightweight r...,Birde,Amazon,460.16,https://www.amazon.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1020,zeng stylish memory foam soft comfortable lightweight r...,Birde,Flipkart,511.04,https://www.flipkart.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1020,zeng stylish memory foam soft comfortable lightweight r...,Birde,Myntra,470.38,https://www.myntra.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1020,zeng stylish memory foam soft comfortable lightweight r...,Birde,Ajio,523.04,https://www.ajio.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1021,"acerok light weight,comfortable,trendy,outdoor, breatha...",Acerok,Amazon,875.71,"https://www.amazon.com/search?q=acerok+light+weight,comfortable,trendy,outdoor,+breatha..."
1021,"acerok light weight,comfortable,trendy,outdoor, breatha...",Acerok,Flipkart,860.05,"https://www.flipkart.com/search?q=acerok+light+weight,comfortable,trendy,outdoor,+breatha..."
1021,"acerok light weight,comfortable,trendy,outdoor, breatha...",Acerok,Myntra,836.81,"https://www.myntra.com/search?q=acerok+light+weight,comfortable,trendy,outdoor,+breatha..."
1021,"acerok light weight,comfortable,trendy,outdoor, breatha...",Acerok,Ajio,902.05,"https://www.ajio.com/search?q=acerok+light+weight,comfortable,trendy,outdoor,+breatha..."
1022,exclusive affordable collection of trendy & stylish spo...,World Wear Footwear,Amazon,290.89,https://www.amazon.com/search?q=exclusive+affordable+collection+of+trendy+&+stylish+spo...
1022,exclusive affordable collection of trendy & stylish spo...,World Wear Footwear,Flipkart,298.39,https://www.flipkart.com/search?q=exclusive+affordable+collection+of+trendy+&+stylish+spo...
1022,exclusive affordable collection of trendy & stylish spo...,World Wear Footwear,Myntra,297.06,https://www.myntra.com/search?q=exclusive+affordable+collection+of+trendy+&+stylish+spo...
1022,exclusive affordable collection of trendy & stylish spo...,World Wear Footwear,Ajio,337.79,https://www.ajio.com/search?q=exclusive+affordable+collection+of+trendy+&+stylish+spo...
1023,spotwalk-mexo premium walking shoes for men,SPOTWALK,Amazon,315.89,https://www.amazon.com/search?q=spotwalk-mexo+premium+walking+shoes+for+men
1023,spotwalk-mexo premium walking shoes for men,SPOTWALK,Flipkart,326.8,https://www.flipkart.com/search?q=spotwalk-mexo+premium+walking+shoes+for+men
1023,spotwalk-mexo premium walking shoes for men,SPOTWALK,Myntra,291.4,https://www.myntra.com/search?q=spotwalk-mexo+premium+walking+shoes+for+men
1023,spotwalk-mexo premium walking shoes for men,SPOTWALK,Ajio,320.22,https://www.ajio.com/search?q=spotwalk-mexo+premium+walking+shoes+for+men
1024,premium lightweight comfortable regular wear walking sh...,Birde,Amazon,452.57,https://www.amazon.com/search?q=premium+lightweight+comfortable+regular+wear+walking+sh...
1024,premium lightweight comfortable regular wear walking sh...,Birde,Flipkart,503.57,https://www.flipkart.com/search?q=premium+lightweight+comfortable+regular+wear+walking+sh...
1024,premium lightweight comfortable regular wear walking sh...,Birde,Myntra,488.71,https://www.myntra.com/search?q=premium+lightweight+comfortable+regular+wear+walking+sh...
1024,premium lightweight comfortable regular wear walking sh...,Birde,Ajio,459.08,https://www.ajio.com/search?q=premium+lightweight+comfortable+regular+wear+walking+sh...
1025,"athleo atg-424 light weight,comfortable,trendy,running,...",action,Amazon,557.97,"https://www.amazon.com/search?q=athleo+atg-424+light+weight,comfortable,trendy,running,..."
1025,"athleo atg-424 light weight,comfortable,trendy,running,...",action,Flipkart,549.65,"https://www.flipkart.com/search?q=athleo+atg-424+light+weight,comfortable,trendy,running,..."
1025,"athleo atg-424 light weight,comfortable,trendy,running,...",action,Myntra,604.72,"https://www.myntra.com/search?q=athleo+atg-424+light+weight,comfortable,trendy,running,..."
1025,"athleo atg-424 light weight,comfortable,trendy,running,...",action,Ajio,570.62,"https://www.ajio.com/search?q=athleo+atg-424+light+weight,comfortable,trendy,running,..."
1026,jootiyapa premium trending casual sports shoes for men ...,jootiyapa,Amazon,511.26,https://www.amazon.com/search?q=jootiyapa+premium+trending+casual+sports+shoes+for+men+...
1026,jootiyapa premium trending casual sports shoes for men ...,jootiyapa,Flipkart,453.18,https://www.flipkart.com/search?q=jootiyapa+premium+trending+casual+sports+shoes+for+men+...
1026,jootiyapa premium trending casual sports shoes for men ...,jootiyapa,Myntra,496.39,https://www.myntra.com/search?q=jootiyapa+premium+trending+casual+sports+shoes+for+men+...
1026,jootiyapa premium trending casual sports shoes for men ...,jootiyapa,Ajio,499.46,https://www.ajio.com/search?q=jootiyapa+premium+trending+casual+sports+shoes+for+men+...
1027,karp men's casual shoes | integrated nitroboost & suppo...,CAMPUS,Amazon,1086.1,https://www.amazon.com/search?q=karp+men's+casual+shoes+|+integrated+nitroboost+&+suppo...
1027,karp men's casual shoes | integrated nitroboost & suppo...,CAMPUS,Flipkart,957.62,https://www.flipkart.com/search?q=karp+men's+casual+shoes+|+integrated+nitroboost+&+suppo...
1027,karp men's casual shoes | integrated nitroboost & suppo...,CAMPUS,Myntra,1077.13,https://www.myntra.com/search?q=karp+men's+casual+shoes+|+integrated+nitroboost+&+suppo...
1027,karp men's casual shoes | integrated nitroboost & suppo...,CAMPUS,Ajio,939.18,https://www.ajio.com/search?q=karp+men's+casual+shoes+|+integrated+nitroboost+&+suppo...
1028,hustle v2 running shoes for men,PUMA,Amazon,1151.69,https://www.amazon.com/search?q=hustle+v2+running+shoes+for+men
1028,hustle v2 running shoes for men,PUMA,Flipkart,1301.47,https://www.flipkart.com/search?q=hustle+v2+running+shoes+for+men
1028,hustle v2 running shoes for men,PUMA,Myntra,1088.22,https://www.myntra.com/search?q=hustle+v2+running+shoes+for+men
1028,hustle v2 running shoes for men,PUMA,Ajio,1143.87,https://www.ajio.com/search?q=hustle+v2+running+shoes+for+men
1029,fk 412 black dailywear running shoes for men,Free Kicks,Amazon,306.33,https://www.amazon.com/search?q=fk+412+black+dailywear+running+shoes+for+men
1029,fk 412 black dailywear running shoes for men,Free Kicks,Flipkart,330.23,https://www.flipkart.com/search?q=fk+412+black+dailywear+running+shoes+for+men
1029,fk 412 black dailywear running shoes for men,Free Kicks,Myntra,297.57,https://www.myntra.com/search?q=fk+412+black+dailywear+running+shoes+for+men
1029,fk 412 black dailywear running shoes for men,Free Kicks,Ajio,307.96,https://www.ajio.com/search?q=fk+412+black+dailywear+running+shoes+for+men
1030,global men’s lightweight running & jogging shoes | eva ...,Acerok,Amazon,932.05,https://www.amazon.com/search?q=global+men’s+lightweight+running+&+jogging+shoes+|+eva+...
1030,global men’s lightweight running & jogging shoes | eva ...,Acerok,Flipkart,961.32,https://www.flipkart.com/search?q=global+men’s+lightweight+running+&+jogging+shoes+|+eva+...
1030,global men’s lightweight running & jogging shoes | eva ...,Acerok,Myntra,945.93,https://www.myntra.com/search?q=global+men’s+lightweight+running+&+jogging+shoes+|+eva+...
1030,global men’s lightweight running & jogging shoes | eva ...,Acerok,Ajio,934.69,https://www.ajio.com/search?q=global+men’s+lightweight+running+&+jogging+shoes+|+eva+...
1031,"action athree light weight,comfortable,trendy,running, ...",athree,Amazon,1349.69,"https://www.amazon.com/search?q=action+athree+light+weight,comfortable,trendy,running,+..."
1031,"action athree light weight,comfortable,trendy,running, ...",athree,Flipkart,1341.9,"https://www.flipkart.com/search?q=action+athree+light+weight,comfortable,trendy,running,+..."
1031,"action athree light weight,comfortable,trendy,running, ...",athree,Myntra,1278.19,"https://www.myntra.com/search?q=action+athree+light+weight,comfortable,trendy,running,+..."
1031,"action athree light weight,comfortable,trendy,running, ...",athree,Ajio,1380.11,"https://www.ajio.com/search?q=action+athree+light+weight,comfortable,trendy,running,+..."
1032,zeng stylish memory foam soft comfortable lightweight r...,Birde,Amazon,523.15,https://www.amazon.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1032,zeng stylish memory foam soft comfortable lightweight r...,Birde,Flipkart,498.71,https://www.flipkart.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1032,zeng stylish memory foam soft comfortable lightweight r...,Birde,Myntra,471.02,https://www.myntra.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1032,zeng stylish memory foam soft comfortable lightweight r...,Birde,Ajio,477.93,https://www.ajio.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1033,premium memory foam soft comfortable regular wear schoo...,Birde,Amazon,616.52,https://www.amazon.com/search?q=premium+memory+foam+soft+comfortable+regular+wear+schoo...
1033,premium memory foam soft comfortable regular wear schoo...,Birde,Flipkart,600.41,https://www.flipkart.com/search?q=premium+memory+foam+soft+comfortable+regular+wear+schoo...
1033,premium memory foam soft comfortable regular wear schoo...,Birde,Myntra,596.1,https://www.myntra.com/search?q=premium+memory+foam+soft+comfortable+regular+wear+schoo...
1033,premium memory foam soft comfortable regular wear schoo...,Birde,Ajio,654.36,https://www.ajio.com/search?q=premium+memory+foam+soft+comfortable+regular+wear+schoo...
1034,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Amazon,608.07,"https://www.amazon.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1034,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Flipkart,585.82,"https://www.flipkart.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1034,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Myntra,606.5,"https://www.myntra.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1034,"action athleo atg-424 light weight,comfortable,trendy,r...",action,Ajio,557.2,"https://www.ajio.com/search?q=action+athleo+atg-424+light+weight,comfortable,trendy,r..."
1035,walking shoes for men,KMH,Amazon,337.57,https://www.amazon.com/search?q=walking+shoes+for+men
1035,walking shoes for men,KMH,Flipkart,349.9,https://www.flipkart.com/search?q=walking+shoes+for+men
1035,walking shoes for men,KMH,Myntra,354.36,https://www.myntra.com/search?q=walking+shoes+for+men
1035,walking shoes for men,KMH,Ajio,373.88,https://www.ajio.com/search?q=walking+shoes+for+men
1036,"action athree light weight,comfortable,trendy,running, ...",athree,Amazon,1439.67,"https://www.amazon.com/search?q=action+athree+light+weight,comfortable,trendy,running,+..."
1036,"action athree light weight,comfortable,trendy,running, ...",athree,Flipkart,1284.89,"https://www.flipkart.com/search?q=action+athree+light+weight,comfortable,trendy,running,+..."
1036,"action athree light weight,comfortable,trendy,running, ...",athree,Myntra,1338.22,"https://www.myntra.com/search?q=action+athree+light+weight,comfortable,trendy,running,+..."
1036,"action athree light weight,comfortable,trendy,running, ...",athree,Ajio,1448.94,"https://www.ajio.com/search?q=action+athree+light+weight,comfortable,trendy,running,+..."
1037,casual sneakers colourful outdoor shoes for boys nad me...,Roamra,Amazon,517.47,https://www.amazon.com/search?q=casual+sneakers+colourful+outdoor+shoes+for+boys+nad+me...
1037,casual sneakers colourful outdoor shoes for boys nad me...,Roamra,Flipkart,494.1,https://www.flipkart.com/search?q=casual+sneakers+colourful+outdoor+shoes+for+boys+nad+me...
1037,casual sneakers colourful outdoor shoes for boys nad me...,Roamra,Myntra,465.57,https://www.myntra.com/search?q=casual+sneakers+colourful+outdoor+shoes+for+boys+nad+me...
1037,casual sneakers colourful outdoor shoes for boys nad me...,Roamra,Ajio,453.3,https://www.ajio.com/search?q=casual+sneakers+colourful+outdoor+shoes+for+boys+nad+me...
1038,zeng stylish memory foam soft comfortable lightweight r...,Birde,Amazon,471.26,https://www.amazon.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1038,zeng stylish memory foam soft comfortable lightweight r...,Birde,Flipkart,471.57,https://www.flipkart.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1038,zeng stylish memory foam soft comfortable lightweight r...,Birde,Myntra,495.47,https://www.myntra.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1038,zeng stylish memory foam soft comfortable lightweight r...,Birde,Ajio,542.22,https://www.ajio.com/search?q=zeng+stylish+memory+foam+soft+comfortable+lightweight+r...
1039,draco casuals for men,Abros,Amazon,528.68,https://www.amazon.com/search?q=draco+casuals+for+men
1039,draco casuals for men,Abros,Flipkart,553.97,https://www.flipkart.com/search?q=draco+casuals+for+men
1039,draco casuals for men,Abros,Myntra,556.49,https://www.myntra.com/search?q=draco+casuals+for+men
1039,draco casuals for men,Abros,Ajio,494.53,https://www.ajio.com/search?q=draco+casuals+for+men
1040,lite sports sneakers for men,WHITE WALKERS,Amazon,453.64,https://www.amazon.com/search?q=lite+sports+sneakers+for+men
1040,lite sports sneakers for men,WHITE WALKERS,Flipkart,517.1,https://www.flipkart.com/search?q=lite+sports+sneakers+for+men
1040,lite sports sneakers for men,WHITE WALKERS,Myntra,463.98,https://www.myntra.com/search?q=lite+sports+sneakers+for+men
1040,lite sports sneakers for men,WHITE WALKERS,Ajio,530.19,https://www.ajio.com/search?q=lite+sports+sneakers+for+men
1041,lite sports sneakers for men,WHITE WALKERS,Amazon,457.86,https://www.amazon.com/search?q=lite+sports+sneakers+for+men
1041,lite sports sneakers for men,WHITE WALKERS,Flipkart,449.46,https://www.flipkart.com/search?q=lite+sports+sneakers+for+men
1041,lite sports sneakers for men,WHITE WALKERS,Myntra,532.53,https://www.myntra.com/search?q=lite+sports+sneakers+for+men
1041,lite sports sneakers for men,WHITE WALKERS,Ajio,452.61,https://www.ajio.com/search?q=lite+sports+sneakers+for+men
1042,birde premium sports shoe walking shoes for men,Birde,Amazon,346.43,https://www.amazon.com/search?q=birde+premium+sports+shoe+walking+shoes+for+men
1042,birde premium sports shoe walking shoes for men,Birde,Flipkart,393.71,https://www.flipkart.com/search?q=birde+premium+sports+shoe+walking+shoes+for+men
1042,birde premium sports shoe walking shoes for men,Birde,Myntra,347.16,https://www.myntra.com/search?q=birde+premium+sports+shoe+walking+shoes+for+men
1042,birde premium sports shoe walking shoes for men,Birde,Ajio,353.58,https://www.ajio.com/search?q=birde+premium+sports+shoe+walking+shoes+for+men
1043,fk-camp black stylish sneakers for men,Free Kicks,Amazon,318.63,https://www.amazon.com/search?q=fk-camp+black+stylish+sneakers+for+men
1043,fk-camp black stylish sneakers for men,Free Kicks,Flipkart,287.76,https://www.flipkart.com/search?q=fk-camp+black+stylish+sneakers+for+men
1043,fk-camp black stylish sneakers for men,Free Kicks,Myntra,301.19,https://www.myntra.com/search?q=fk-camp+black+stylish+sneakers+for+men
1043,fk-camp black stylish sneakers for men,Free Kicks,Ajio,306.0,https://www.ajio.com/search?q=fk-camp+black+stylish+sneakers+for+men
1044,zeng series memory foam lightweight soft comfortable re...,Birde,Amazon,530.32,https://www.amazon.com/search?q=zeng+series+memory+foam+lightweight+soft+comfortable+re...
1044,zeng series memory foam lightweight soft comfortable re...,Birde,Flipkart,515.67,https://www.flipkart.com/search?q=zeng+series+memory+foam+lightweight+soft+comfortable+re...
1044,zeng series memory foam lightweight soft comfortable re...,Birde,Myntra,479.71,https://www.myntra.com/search?q=zeng+series+memory+foam+lightweight+soft+comfortable+re...
1044,zeng series memory foam lightweight soft comfortable re...,Birde,Ajio,504.91,https://www.ajio.com/search?q=zeng+series+memory+foam+lightweight+soft+comfortable+re...
1045,gray sneaker shoes for mens sneakers for men,Xtoon,Amazon,446.61,https://www.amazon.com/search?q=gray+sneaker+shoes+for+mens+sneakers+for+men
1045,gray sneaker shoes for mens sneakers for men,Xtoon,Flipkart,412.97,https://www.flipkart.com/search?q=gray+sneaker+shoes+for+mens+sneakers+for+men
1045,gray sneaker shoes for mens sneakers for men,Xtoon,Myntra,502.72,https://www.myntra.com/search?q=gray+sneaker+shoes+for+mens+sneakers+for+men
